Id,SalePrice
1461,128550.09525808044
1462,162382.8153320255
1463,188882.3027837428
1464,192755.3611019824
1465,194553.70613277899
1466,178147.41594355615
1467,171294.42638930396
1468,168269.7388706356
1469,179652.10882847285
1470,126924.67060377687
1471,200888.91451031071
1472,92633.03063156118
1473,97033.94498000329
1474,157186.00072892685
1475,113557.52127636364
1476,374952.1122137646
1477,251776.7032897422
1478,291492.62818091665
1479,272820.6323656566
1480,514298.6227388359
1481,344079.25400224834
1482,198986.54389556963
1483,178848.5522638625
1484,171422.66509010587
1485,176083.75255831424
1486,193717.34913807135
1487,317694.984050153
1488,234175.5583506006
1489,208800.43318571782
1490,235069.58117469982
1491,195683.75051921484
1492,90028.04915096385
1493,187163.65507474443
1494,288577.6598446494
1495,294682.43813407293
1496,249023.8515507379
1497,182435.22859443238
1498,156329.90405017676
1499,157003.09265378607
1500,155042.07030101618
1501,175055.38174330152
1502,152207.68798889083
1503,288717.10345598176
1504,232892.11494554163
1505,223318.80283114477
1506,171286.99825698038
1507,250428.89085910283
1508,196322.55552595516
1509,160738.38173897986
1510,149801.8023185476
1511,147062.0034316382
1512,177391.24075322592
1513,145788.00042044665
1514,152219.1162982252
1515,181754.21014022632
1516,148877.2051076607
1517,151267.79190214426
1518,130099.67571779188
1519,230252.2773961969
1520,139413.30374768726
1521,136900.27888695628
1522,162744.6159067173
1523,115309.6087955502
1524,121316.9043297708
1525,127978.2677076456
1526,125429.89096504968
1527,102546.33523927056
1528,127749.19959852452
1529,144213.9268984337
1530,168974.2112262963
1531,119202.98589900788
1532,101345.86099071674
1533,139929.6116711268
1534,119345.72966705816
1535,151032.2917022152
1536,118427.13570962386
1537,70974.62867346505
1538,149149.66078304374
1539,198687.59085522682
1540,108438.54899237191
1541,138327.17468360093
1542,140015.70581524837
1543,194393.1913493172
1544,82708.17359937752
1545,101259.73826303246
1546,122875.59589706498
1547,138558.78556674585
1548,127432.31669265781
1549,104966.61108585574
1550,133981.23385196255
1551,115523.30026971863
1552,140176.50726035572
1553,145681.39801721665
1554,113670.92178958675
1555,169714.43176793167
1556,85451.85584559842
1557,107502.72852616305
1558,90185.39034058148
1559,94280.25948888027
1560,136417.6918274239
1561,135893.2630777582
1562,126783.86665496867
1563,118500.06996487628
1564,168883.355821476
1565,153957.41270682358
1566,225031.5387449501
1567,85243.10000345799
1568,237244.57870000968
1569,151234.35092329365
1570,138524.28972539946
1571,118933.43830905833
1572,146403.29683113768
1573,249049.49478385597
1574,122872.00933373088
1575,222807.92100348705
1576,236870.22271651102
1577,196155.24845371363
1578,144741.8720039124
1579,141309.47528923996
1580,186891.7377501862
1581,147892.78527317062
1582,123781.01403926409
1583,319965.15910642967
1584,239041.80628826993
1585,144577.819738282
1586,70746.32702309343
1587,101000.72682774137
1588,144915.32619564515
1589,104913.38595912095
1590,133748.37553079604
1591,96545.13894435416
1592,124395.39098457996
1593,117916.89078057253
1594,119386.08957484672
1595,110457.7815951075
1596,225084.10510846536
1597,179416.65135854384
1598,187555.43411884128
1599,169054.26024049768
1600,171850.65175028966
1601,66217.75209888766
1602,117888.0810520802
1603,76682.78173747573
1604,279906.5029433469
1605,236098.2237847704
1606,170156.89619484977
1607,162222.78020782885
1608,211825.31705974307
1609,190384.63852782038
1610,158992.47109925232
1611,146170.3331339397
1612,181414.11982446618
1613,165011.73585692846
1614,116163.29209980533
1615,89729.67074651904
1616,76882.09202481857
1617,87844.83433438044
1618,121777.06605649508
1619,140450.74138064924
