Id,SalePrice
1461,127004.07631970182
1462,151238.34923510262
1463,180838.99111079396
1464,186245.96526633602
1465,194758.1422713601
1466,183953.15681619005
1467,170573.0712814837
1468,176770.50529278585
1469,182478.6892519587
1470,129841.80841314825
1471,200280.09726358316
1472,101019.62158331866
1473,106809.9248418132
1474,153165.8076101506
1475,126962.39042552141
1476,347638.3359338302
1477,249653.23984062462
1478,297950.4585688674
1479,300883.83797308116
1480,392079.99860029673
1481,302652.81368047243
1482,205945.9859896291
1483,188569.98307861979
1484,177504.70443436565
1485,179940.78377548463
1486,198043.14029134356
1487,302185.5564642057
1488,240713.75131442875
1489,197622.39316214656
1490,217371.88087681882
1491,197465.0941329358
1492,104628.57070137511
1493,178976.99926912898
1494,289445.45489133016
1495,279618.6598007846
1496,227371.59921676788
1497,183474.3710741061
1498,161686.0427531168
1499,160450.5619556282
1500,161720.8287667139
1501,170042.25434751922
1502,165629.89053754552
1503,258681.5049209741
1504,219068.3995747686
1505,218046.6684691524
1506,180819.50449421443
1507,233978.77737362724
1508,187866.48515624975
1509,160078.94555900557
1510,147996.62635833825
1511,148586.05474411114
1512,170955.76285639562
1513,150763.2813118188
1514,151140.9749057783
1515,182210.82152654178
1516,155078.32109633618
1517,148828.60420454064
1518,140393.98803851544
1519,219015.13251873048
1520,138293.26062889642
1521,140163.80930633598
1522,163104.5693695795
1523,119520.28859585783
1524,121765.18651497403
1525,127414.94215779948
1526,126414.4011273739
1527,111201.26614866091
1528,126392.76763836567
1529,140665.07003175738
1530,164809.72533645324
1531,132411.09719773664
1532,103751.57548663014
1533,139657.1660777144
1534,118706.9287376541
1535,150255.50510258417
1536,120642.0008053684
1537,102758.4117959621
1538,146169.82867253717
1539,185805.58190167224
1540,126243.50292275027
1541,140260.50655124648
1542,136402.1928370539
1543,171504.9930974211
1544,91450.8829467698
1545,107091.94477675561
1546,124225.09860554522
1547,134634.93272291328
1548,125362.41999279617
1549,113094.57544508537
1550,139425.05556472598
1551,122039.32707264752
1552,145204.61512323975
1553,133482.4657423083
1554,114872.77460242022
1555,166184.03483694914
1556,99304.0169219872
1557,119310.01892561297
1558,104994.71891284052
1559,116105.61797159142
1560,142138.31165066626
1561,145093.65096674196
1562,127389.32465426039
1563,124364.01669511595
1564,160915.2107580758
1565,155100.72179892566
1566,203428.40511639978
1567,97173.88359856242
1568,213666.9323605146
1569,158930.494687325
1570,137470.27847763812
1571,128158.47689487996
1572,141180.38815571734
1573,226236.57676211497
1574,133817.0676467743
1575,201110.0671733237
1576,225921.35178136593
1577,194880.669885642
1578,145743.93854308905
1579,142621.69435938052
1580,190951.32703412202
1581,137091.6555737316
1582,127932.17456236207
1583,311644.17958463536
1584,233060.52054869581
1585,146417.7287335064
1586,91737.51325174331
1587,112017.77285813823
1588,141984.61435998348
1589,111553.12936430893
1590,133195.34392231054
1591,101818.13605042736
1592,133378.74634178335
1593,121008.45613791134
1594,127971.67302333884
1595,131630.15107507622
1596,201540.32507551988
1597,166748.55108139606
1598,180675.3163509946
1599,164533.67474427546
1600,177991.10344806087
1601,87906.80841426636
1602,115405.59464249012
1603,100155.69570297557
1604,264999.40044826345
1605,240303.81977213323
1606,162126.9430679612
1607,166761.33230813715
1608,214286.5174700873
1609,191671.90130486374
1610,160249.39656021318
1611,146555.8034489686
1612,187474.0543025233
1613,180274.4168465872
1614,121605.93338379581
1615,96270.60311903441
1616,92250.71778280103
1617,99950.42297310506
1618,124074.97635172616
1619,134223.64208913592
1620,169102.63839837228
1621,140954.46617694435
1622,142460.97874541327
1623,252092.0734086918
1624,218554.88670560063
1625,128202.70350094134
1626,169526.96398823988
1627,185807.4245243972
1628,259413.90412834482
1629,173678.6566910836
1630,288450.5049678498
1631,197531.37912021508
1632,231192.73907804606
1633,171727.05329044446
1634,186994.19787953547
1635,182385.216410422
1636,170260.8426433233
1637,182607.74814273015
1638,198506.10442980815
1639,182395.15662054156
1640,233984.45751189717
1641,175703.61189428408
1642,216534.81184499033
1643,218319.01045010283
1644,216610.77256227762
1645,186499.14479368643
1646,156583.33898343256
1647,162742.34089580714
1648,140512.1181596699
1649,136604.78621228994
1650,124906.97777119026
1651,122990.33923327296
1652,100825.73561625835
1653,100587.9701446084
1654,154830.78209817142
1655,147757.15268390192
1656,151831.33213820495
1657,154163.53250819692
1658,156231.68976524746
1659,129436.35384925333
1660,151546.93902876048
1661,389573.58471391426
1662,328592.576124534
1663,358087.4203287799
1664,392315.64742467983
1665,308411.58658740256
1666,314615.9859472598
1667,325483.27482119313
1668,323778.4803191421
1669,281798.909718839
1670,327247.8523324962
1671,261474.78188551075
1672,376807.9529823191
1673,291431.189662071
1674,249238.96078812866
1675,196608.6739255494
1676,194607.62338775684
1677,206768.35161974633
1678,380638.92743358156
1679,365453.94458451174
1680,293927.0849584682
1681,243335.19777121564
1682,304681.6868692949
1683,195889.23663853644
1684,183091.39628087106
1685,181270.77781712712
1686,183990.1683939406
1687,174304.3857205092
1688,195150.72155526318
1689,194219.29089045944
1690,189370.41068211614
1691,181470.05785407952
1692,245311.12778488602
1693,175179.95452703652
1694,182947.91700278607
1695,170757.84024491464
1696,264378.76204110554
1697,168978.17744229478
1698,320144.7167268388
1699,314002.4895738399
1700,239459.10524872414
1701,256886.83138129223
1702,255450.19852080508
1703,258951.80136573652
1704,279561.9299873025
1705,228683.9349079277
1706,367196.3839087324
1707,209949.2871566955
1708,205861.27823530574
1709,259637.9964893234
1710,222446.5684475318
1711,255937.11692439442
1712,257243.77964875425
1713,265437.83161981934
1714,215462.291947704
1715,196501.8130868908
1716,178243.42754053682
1717,167174.41705080032
1718,132186.55714803044
1719,205825.18535966886
1720,237505.1261834664
1721,166474.19147437575
1722,125902.88321403414
1723,157282.97045713628
1724,215764.43625914952
1725,224449.70519258044
1726,188585.97102673724
1727,180787.03507345656
1728,188606.54839948486
1729,160941.4251111732
1730,148143.47910107722
1731,126394.12884209634
1732,131364.35073207627
1733,127364.14122938097
1734,130368.6610067267
1735,131360.01274471314
1736,123189.19531216111
1737,270169.55542944185
1738,210865.7018958799
1739,249079.68178475447
1740,223885.80655571402
1741,186883.85230716222
1742,169161.6377561234
1743,172494.28937211007
1744,256688.03146635683
1745,202309.5681073742
1746,194708.6704971169
1747,200560.30421314886
1748,206634.70460623334
1749,162186.08276550975
1750,141621.52767973606
1751,214796.5470844366
1752,123986.70366291031
1753,152883.08881256246
1754,192497.753727852
1755,165683.75140510543
1756,125565.05103356065
1757,122024.53146749515
1758,150810.39876770647
1759,161183.2039465345
1760,162683.41181188708
1761,150718.69725960042
1762,171855.70059414112
1763,166577.9695461917
1764,122756.01632447791
1765,168351.1484916373
1766,171466.85596741817
1767,196063.18806310202
1768,140476.20874076555
1769,165146.2010407756
1770,139254.5144599885
1771,134599.15236070854
1772,140471.06980002325
1773,137383.07314560222
1774,148878.57470047314
1775,133417.9810592069
1776,122257.84901162548
1777,115396.82426422523
1778,130294.81754430731
1779,123245.30599468637
1780,163973.92956935082
1781,132256.29310054422
1782,104352.7846828709
1783,137999.74635393586
