Id,SalePrice
1461,124141.07179750626
1462,167148.3251625843
1463,187230.04655600231
1464,189191.3315879117
1465,197199.37212242946
1466,174935.64137190473
1467,172666.01014573712
1468,168424.85347049226
1469,179711.3322917104
1470,124550.32004142602
1471,202165.32528857834
1472,88661.49684787734
1473,97698.2082069845
1474,152567.00077678048
1475,120674.28158517175
1476,377614.59845261864
1477,251256.9717064036
1478,286087.74687383574
1479,287110.50783638755
1480,496603.5866186974
1481,319915.6242035668
1482,202389.39791766222
1483,183798.90734848205
1484,166736.02168767102
1485,172182.76076010676
1486,192138.6186259233
1487,327812.64031172416
1488,234835.78208144256
1489,200134.17504250177
1490,228001.55321413078
1491,193308.46502655448
1492,96287.9254781672
1493,167605.86196625658
1494,294618.13994876074
1495,300295.4754567342
1496,228292.30364971535
1497,181577.35806353495
1498,165066.66808706996
1499,155699.67160954082
1500,156244.5857177906
1501,172088.58962136868
1502,163185.45059290138
1503,266879.4114459678
1504,238540.17872854057
1505,227364.50478103088
1506,187096.62377394116
1507,259972.170156252
1508,194326.2994910092
1509,162160.19521770894
1510,149705.6049832185
1511,150751.0829949123
1512,175561.52374249767
1513,138190.44103376177
1514,169285.23113113543
1515,190045.14630889826
1516,150006.14230547403
1517,163791.41584645348
1518,126826.96759412777
1519,219254.20650970883
1520,136928.16923836063
1521,135149.87123503746
1522,169971.32673583986
1523,114764.69806185892
1524,122808.36721109878
1525,124641.42916821377
1526,117868.20194215662
1527,107277.76622980076
1528,130484.41272671073
1529,145931.04681855076
1530,171893.4284149882
1531,110117.15508127656
1532,96847.53642502181
1533,145045.72836643594
1534,124183.66780533595
1535,151399.4607003727
1536,111514.6311686107
1537,67102.30724696445
1538,142157.73661693628
1539,189274.80975955885
1540,108328.66775437543
1541,134274.9052839758
1542,145168.05688104476
1543,201508.685789084
1544,85218.02079699947
1545,104332.8345101373
1546,123209.87608066486
1547,132296.04866348818
1548,128310.85971783132
1549,112160.31424752492
1550,137319.16007594255
1551,110321.89006166313
1552,132862.98312476208
